ID,Binomial,Replicate,Included.in.LPR2024,Citation,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Native
5140,Anseranas_semipalmata,0,1," Corbett, L., A. L. Hertog, et al. (1996). ""An Experimental Study of the Impact of Feral Swamp Buffalo Bubalus bulalis on the Breeding Habitat and Nesting Success of Magpie Geese Anseranas semipalmata in Kakadu National Park."" Biological Conservation 76: 277-287.",Aves,Anseriformes,Anseranatidae,Anseranas,semipalmata,NULL,Magpie goose,"Kapalga study area, Kakadu National Park, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-12.83333,132.83333,1,Freshwater,NULL,NULL,Australasia,Tropical and subtropical coastal rivers,NULL,NULL,NULL,Number of nests,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,733,2028,1022,239,1273,476,375,7,795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
5193,Crocodylus_porosus,1,0," Parks and Wildlife Service of the Northern Territory (2005). Management plan for Crocodylus porosus in the Northern Territory, Northern Territory Government.",Reptilia,Crocodylia,Crocodylidae,Crocodylus,porosus,NULL,Saltwater crocodile / Estuarine crocodile,"Adelaide River, Northern Territory",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-12.21667,131.23333,1,Freshwater,NULL,NULL,Australasia,Tropical and subtropical coastal rivers,NULL,NULL,NULL,Crocodile density (number per km),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.935,1.23,1.08,1.225,1.048,1.095,0.978,1.17,NULL,0.9,1.2,1.145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6209,Cyprinus_carpio,0,0," Pinto, L., N. Chandrasena, et al. (2005). ""Managing invasive carp (Cyprinus carpio L.) for habitat enhancement at Botany Wetlands, Australia."" Aquatic Conservation:  Marine and Freshwater Ecosystems, 15: 447-462.",Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,carpio,NULL,Common carp,"Botany wetlands, Sydney, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-33.93333,151.2,0,Freshwater,NULL,NULL,Australasia,Temperate coastal rivers,NULL,NULL,NULL,Catch Per Unit Effort no. day-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,73,27.5,34.5,16.5,NULL,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
6252,Ranoidea_nannotis,0,1," Laurance, W. F., K. R. McDonald, et al. (1996). ""Epidemic Disease and the Catastrophic Decline of Australian Rain Forest Frogs."" Conservation Biology 10(2): 406-413.",Amphibia,Anura,Pelodryadidae,Ranoidea,nannotis,NULL,Waterfall frog,"Upland tropical rainforest stream, Big Tableland, northern Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-15.71667,145.28333,0,Freshwater,NULL,NULL,Australasia,Tropical and subtropical coastal rivers,NULL,NULL,NULL,Number captured,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6253,Taudactylus_acutirostris,0,1," Laurance, W. F., K. R. McDonald, et al. (1996). ""Epidemic Disease and the Catastrophic Decline of Australian Rain Forest Frogs."" Conservation Biology 10(2): 406-413.",Amphibia,Anura,Myobatrachidae,Taudactylus,acutirostris,NULL,Sharp-snouted torrent frog,"Upland tropical rainforest stream, Big Tableland, northern Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-15.71667,145.28333,0,Freshwater,NULL,NULL,Australasia,Tropical and subtropical coastal rivers,NULL,NULL,NULL,Number captured,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.91667,0.66667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6254,Ranoidea_rheocola,0,1," Laurance, W. F., K. R. McDonald, et al. (1996). ""Epidemic Disease and the Catastrophic Decline of Australian Rain Forest Frogs."" Conservation Biology 10(2): 406-413.",Amphibia,Anura,Pelodryadidae,Ranoidea,rheocola,NULL,Common mist frog,"Upland tropical rainforest stream, Big Tableland, northern Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-15.71667,145.28333,0,Freshwater,NULL,NULL,Australasia,Tropical and subtropical coastal rivers,NULL,NULL,NULL,Number captured,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.75,1.83333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6341,Sardinella_lemuru,0,1," Gaughan, D. J. and R.W.D.Mitchell (2000). Final Report, FRDC Project 95/037: The biologyand stock assessment of the tropical sardine, Sardinella lemuru, off the mid-west coast of Western Australia. Fisheries Research Report, Fisheries Research and Development Corporation.",Actinopteri,Clupeiformes,Clupeidae,Sardinella,lemuru,NULL,Bali sardinella,"Geelvink Channel, Western Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-28.5,114.25,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,kg/hr searched,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2625,8325,5600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6356,Ranoidea_genimaculata,0,1," Laurance, W. F., K. R. McDonald, et al. (1996). ""Epidemic Disease and the Catastrophic Decline of Australian Rain Forest Frogs."" Conservation Biology 10(2): 406-413.",Amphibia,Anura,Pelodryadidae,Ranoidea,genimaculata,NULL,New Guinea tree frog,"Upland tropical rainforest stream, Big Tableland, northern Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-15.71667,145.28333,0,Freshwater,NULL,NULL,Australasia,Tropical and subtropical coastal rivers,NULL,NULL,NULL,Number captured,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.08333,11.08333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6367,Macropus_rufus,0,1," Australian Government: Department of Environment and Heritage (2006, Friday, 19-May-2006 10:26:12 EST). ""Population estimates and trends."" Kangaroos - Australia's best-known animals. Retrieved 30/08/06, 2006, from http://www.deh.gov.au/biodiversity/trade-use/wild-harvest/kangaroo/index.html.",Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,NULL,Red kangaroo,"South Australia, Western Australia, New South Wales, Queensland",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25,135,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17434513,13633816,8727856,7987250,7753247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6444,Engraulis_australis,0,1," Ward, T. M., F.Hoedt, et al. (2001). ""Have recent mass mortalities of the sardine Sardinops sagax facilitated an expansion in the distribution and abundance of the anchovy Engraulis australis in South Australia?"" Marine Ecology Progress Series 220: 241-251.",Actinopteri,Clupeiformes,Engraulidae,Engraulis,australis,NULL,Australian anchovy,"Great Australian Bight, South Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-33.38333,134.35,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,Total abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,1.75,NULL,3,6.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6445,Sardinops_sagax,1,0," Ward, T. M., F.Hoedt, et al. (2001). ""Have recent mass mortalities of the sardine Sardinops sagax facilitated an expansion in the distribution and abundance of the anchovy Engraulis australis in South Australia?"" Marine Ecology Progress Series 220: 241-251.",Actinopteri,Clupeiformes,Clupeidae,Sardinops,sagax,NULL,Pacific sardine / South American pilchard,"Great Australian Bight, South Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-33.38333,134.35,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,Indian Ocean,Unknown,Total abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.35,1.35,NULL,12.25,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6459,Recurvirostra_novaehollandiae,0,1," Nebel, S., J. M. Porter, et al. (2008). ""Long-term trends of shorebird populations in eastern Australia and impacts of freshwater extraction."" Biological Conservation 141: 971-980.",Aves,Charadriiformes,Recurvirostridae,Recurvirostra,novaehollandiae,NULL,Red-necked avocet,"Eastern Australia (around 2000 wetlands along 10 survey bands across NSW, QL, and into SA and NT)",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.65528,144.33167,0,Freshwater,NULL,NULL,Australasia,Temperate floodplain rivers and wetlands,NULL,NULL,NULL,counts of birds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5672,47059,18487,3256,1786,3992,2521,7143,7668,7405,10872,10347,5305,2416,3887,473,998,473,5200,3519,1261,1155,735,735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6460,Vanellus_tricolor,0,1," Nebel, S., J. M. Porter, et al. (2008). ""Long-term trends of shorebird populations in eastern Australia and impacts of freshwater extraction."" Biological Conservation 141: 971-980.",Aves,Charadriiformes,Charadriidae,Vanellus,tricolor,NULL,Banded lapwing,"Eastern Australia (around 2000 wetlands along 10 survey bands across NSW, QL, and into SA and NT)",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-28.65528,144.33167,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Counts of birds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,1185,11,2,11,85,42,34,196,150,4,4,99,4,11,34,2,13,2,13,6,6,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6462,Vanellus_miles,0,1," Nebel, S., J. M. Porter, et al. (2008). ""Long-term trends of shorebird populations in eastern Australia and impacts of freshwater extraction."" Biological Conservation 141: 971-980.",Aves,Charadriiformes,Charadriidae,Vanellus,miles,NULL,Masked lapwing,"Eastern Australia (around 2000 wetlands along 10 survey bands across NSW, QL, and into SA and NT)",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-28.65528,144.33167,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Counts of birds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1151,1913,527,196,366,703,1003,3784,2435,1252,607,1851,799,357,1546,216,395,287,179,386,222,355,274,297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6465,Cladorhynchus_leucocephalus,1,0," Nebel, S., J. M. Porter, et al. (2008). ""Long-term trends of shorebird populations in eastern Australia and impacts of freshwater extraction."" Biological Conservation 141: 971-980.",Aves,Charadriiformes,Recurvirostridae,Cladorhynchus,leucocephalus,NULL,Banded stilt,"Eastern Australia (around 2000 wetlands along 10 survey bands across NSW, QL, and into SA and NT)",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-28.65528,144.33167,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,counts of birds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2875,9042,0,0,792,2458,1875,3479,1833,208,333,938,8333,2167,3583,229,42,208,2917,1417,83,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6466,Himantopus_himantopus,0,1," Nebel, S., J. M. Porter, et al. (2008). ""Long-term trends of shorebird populations in eastern Australia and impacts of freshwater extraction."" Biological Conservation 141: 971-980.",Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,NULL,Black-winged stilt,"Eastern Australia (around 2000 wetlands along 10 survey bands across NSW, QL, and into SA and NT)",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-28.65528,144.33167,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Counts of birds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15250,58000,4750,7000,22250,17000,5250,6250,12500,1500,7250,7000,12750,4250,6500,250,2250,7250,1250,1000,3250,4000,3250,2750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6467,Haematopus_longirostris,1,0," Nebel, S., J. M. Porter, et al. (2008). ""Long-term trends of shorebird populations in eastern Australia and impacts of freshwater extraction."" Biological Conservation 141: 971-980.",Aves,Charadriiformes,Haematopodidae,Haematopus,longirostris,NULL,Pied oystercatcher,"Eastern Australia (around 2000 wetlands along 10 survey bands across NSW, QL, and into SA and NT)",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-28.65528,144.33167,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,counts of birds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,14,0,0,0,0,5,0,11,14,0,6,15,0,8,1,0,0,0,4,0,14,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6512,Hemibelideus_lemuroides,0,1," Kanowski, J., J. W. Winter, et al. (2008). ""Impacts of Cyclone Larry on arboreal folivorous marsupials endemic to upland rainforests of the Atherton Tableland, Australia."" Austral Ecology 33: 541-548.",Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,NULL,Lemuroid ringtail possum,"Atherton Tableland, North Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.5,145.5,0,Terrestrial,Australasia,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL,Individuals per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6517,Pseudochirulus_herbertensis,0,1," Kanowski, J., J. W. Winter, et al. (2008). ""Impacts of Cyclone Larry on arboreal folivorous marsupials endemic to upland rainforests of the Atherton Tableland, Australia."" Austral Ecology 33: 541-548.",Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,herbertensis,NULL,Herbert river ringtailed possum,"Atherton Tableland, North Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.5,145.5,0,Terrestrial,Australasia,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL,Indivduals per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6521,Pseudochirops_archeri,0,1," Kanowski, J., J. W. Winter, et al. (2008). ""Impacts of Cyclone Larry on arboreal folivorous marsupials endemic to upland rainforests of the Atherton Tableland, Australia."" Austral Ecology 33: 541-548.",Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,archeri,NULL,Green ringtail possum,"Atherton Tableland, North Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.5,145.5,0,Terrestrial,Australasia,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Individuals per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6523,Trichosurus_johnstonii,0,1," Kanowski, J., J. W. Winter, et al. (2008). ""Impacts of Cyclone Larry on arboreal folivorous marsupials endemic to upland rainforests of the Atherton Tableland, Australia."" Austral Ecology 33: 541-548.",Mammalia,Diprotodontia,Phalangeridae,Trichosurus,johnstonii,NULL,Coppery brushtail possum,"Atherton Tableland, North Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.5,145.5,0,Terrestrial,Australasia,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Individuals per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6529,Dendrolagus_lumholtzi,0,1," Kanowski, J., J. W. Winter, et al. (2008). ""Impacts of Cyclone Larry on arboreal folivorous marsupials endemic to upland rainforests of the Atherton Tableland, Australia."" Austral Ecology 33: 541-548.",Mammalia,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,NULL,Lumholtz's tree kangaroo,"Atherton Tableland, North Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.5,145.5,0,Terrestrial,Australasia,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Individuals per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6531,Megaloprepia_magnifica,0,1," Freeman, A. N. D., K. Pias, et al. (2008). ""The impact of Tropical Cyclone Larry on bird communities in fragments of the endangered rainforest Type 5b."" Austral Ecology 33: 532-540.",Aves,Columbiformes,Columbidae,Megaloprepia,magnifica,NULL,Wompoo fruit-dove,"Picnic Crossing, nr Yungaburra, Atherton Tablelands, N. Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.25917,145.54722,0,Terrestrial,Australasia,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL,Avr. Number Individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
6532,Megaloprepia_magnifica,0,1," Freeman, A. N. D., K. Pias, et al. (2008). ""The impact of Tropical Cyclone Larry on bird communities in fragments of the endangered rainforest Type 5b."" Austral Ecology 33: 532-540.",Aves,Columbiformes,Columbidae,Megaloprepia,magnifica,NULL,Wompoo fruit-dove,"Thomas Road, nr Yungaburra, Atherton Tablelands, N. Queensland, Australia",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.25917,145.54722,0,Terrestrial,Australasia,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL,Avr. Number Individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.7,40.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
